Èíslo jednací ;Datum a èas ;Typ události ;Typ podrobnì ;Zpùsob øešení ;Pokuta ;Ulice 
2023/56291 ;04.08.2023 19:56;PØ ;Zákon è. 111/1994 Sb., o silnièní dopravì ; Domluva, Osoby pouèeny ;0;Plzeò, námìstí Republiky 
2023/03165 ;14.01.2023 0:45;PØ ;Zákon è. 111/1994 Sb., o silnièní dopravì ; Osoby pouèeny, Pøedáno - Mìsto / Obec ;0;Plzeò, MACHÁÈKOVA 41 
