Èíslo jednací ;Datum a èas ;Typ události ;Typ podrobnì ;Zpùsob øešení ;Pokuta ;Ulice 
2022/73502 ;14.11.2022 10:04;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, BAAROVA 2 
2022/73499 ;14.11.2022 9:28;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, HRUŠKOVA 5 
2022/73496 ;14.11.2022 9:24;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Vyøízeno, Jiná opatøení - jiná opatøení - ostatní ;0;Plzeò, U SVÉPOMOCI 2 
2022/73492 ;14.11.2022 9:13;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, BROŽÍKOVA 34 
2022/73490 ;14.11.2022 9:07;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Vyøízeno, Jiná opatøení - jiná opatøení - ostatní ;0;Plzeò, DRUŽSTEVNÍ 34 
2022/73108 ;12.11.2022 10:00;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - ostatní ; Pøedáno - Mìsto / Obec ;0;Plzeò, NADE MŽÍ 6 
2022/72195 ;08.11.2022 13:00;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, Sousedská 12 
2022/72058 ;08.11.2022 0:27;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, ROKYCANSKÁ 764/36 
2022/71514 ;05.11.2022 10:21;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 81 
2022/71512 ;05.11.2022 12:05;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, POD VŠEMI SVATÝMI 40 
2022/70838 ;26.09.2022 15:17;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, ROKYCANSKÁ 
2022/69980 ;30.10.2022 7:40;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, PØEŠTICKÁ 
2022/69970 ;30.10.2022 7:35;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, PØEŠTICKÁ 27 
2022/69540 ;26.09.2022 15:17;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, ROKYCANSKÁ 
2022/69279 ;27.10.2022 10:16;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, KLATOVSKÁ 169 
2022/68947 ;25.10.2022 13:57;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, MAJEROVA 7 
2022/68841 ;25.10.2022 13:26;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, MANDLOVA 23 
2022/68801 ;24.10.2022 12:39;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, DVOØÁKOVA 25 
2022/68475 ;24.10.2022 12:14;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Vyøízeno ;0;Plzeò, RAISOVA 
2022/67288 ;19.10.2022 8:35;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, Nýøanská 28 
2022/67287 ;19.10.2022 11:45;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, Tachovská 53 
2022/67285 ;19.10.2022 11:00;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, Žlutická 14 
2022/67284 ;19.10.2022 10:35;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, Žlutická 14 
2022/67184 ;15.08.2022 10:05;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - ostatní ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, NÁMÌSTÍ GENERÁLA PÍKY 33 
2022/67173 ;19.10.2022 10:35;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Vyøízeno, Osoby pouèeny, Domluva ;0;Plzeò, 17. LISTOPADU 
2022/66959 ;18.10.2022 12:00;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, ŽLUTICKÁ 33 
2022/65824 ;13.10.2022 13:51;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - ostatní ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, SPOJOVACÍ 22 
2022/65516 ;18.09.2022 6:58;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, POD ŠVABINAMI 933/40 
2022/65374 ;11.10.2022 8:30;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42b (právnická osoba) - odst. 1 písm. g) zneèistí nebo poškodí dálnici, silnici, komunikaci, souèást komunikace ; Pøedáno - Mìsto / Obec ;0;Plzeò, U BORSKÉHO PARKU 
2022/65269 ;10.10.2022 14:30;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. g) zneèistí nebo poškodí dálnici, silnici, komunikaci, souèást komunikace ; Osoby pouèeny, Pokuty - Bloková pokuta (PBN) ;500;Plzeò, ŽELEZNIÈNÍ 36 
2022/64850 ;08.10.2022 8:04;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, NÝØANSKÁ 36 
2022/64840 ;07.10.2022 11:10;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42b (právnická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, HODONÍNSKÁ 57 
2022/64433 ;11.10.2022 17:15;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, KOPECKÉHO SADY 5 
2022/63903 ;04.10.2022 12:30;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, DOBØANSKÁ 
2022/63361 ;01.10.2022 19:00;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, NA VRŠÍÈKÁCH 15 
2022/63352 ;01.10.2022 19:03;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, NA VRŠÍÈKÁCH 15 
2022/62673 ;28.09.2022 16:31;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42b (právnická osoba) ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, KREJÈÍKOVA 5 
2022/62152 ;26.09.2022 9:00;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, SEVERNÍ 62 
2022/61146 ;21.09.2022 9:05;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, CEDROVÁ 
2022/60991 ;20.09.2022 14:28;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, U JAM 23 
2022/60989 ;20.09.2022 9:35;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, NAD ZOO 4 
2022/60903 ;04.03.2022 11:06;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - ostatní ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, STØEDNÍ CESTA 13 
2022/60703 ;19.09.2022 12:47;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, REVOLUÈNÍ 
2022/59457 ;13.09.2022 6:49;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, HUSOVA 42 
2022/58982 ;11.09.2022 10:29;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, GERSKÁ 12 
2022/58934 ;11.09.2022 8:47;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, LEDECKÁ 35 
2022/58925 ;11.09.2022 9:13;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, KOMENSKÉHO 13 
2022/58800 ;10.09.2022 12:07;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, POD VŠEMI SVATÝMI 69 
2022/58749 ;10.09.2022 8:14;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Bolevecká náves 15 
2022/58735 ;09.09.2022 12:15;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 107 
2022/58437 ;08.09.2022 16:54;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, VELESLAVÍNOVA 40 
2022/58389 ;08.09.2022 13:07;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, HUSOVA 65 
2022/58379 ;08.09.2022 12:55;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Husova 65 
2022/57758 ;05.09.2022 23:05;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, TACHOVSKÁ 39 
2022/57731 ;05.09.2022 19:32;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, KRAŠOVSKÁ 2 
2022/57614 ;05.09.2022 12:44;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, V BRANCE 3 
2022/56919 ;24.08.2022 9:37;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, NÁMÌSTÍ EMILA ŠKODY 
2022/56727 ;31.08.2022 11:19;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, BOLEVECKÁ 9 
2022/56699 ;01.09.2022 10:24;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, KRALOVICKÁ 77 
2022/56654 ;01.09.2022 10:57;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42b (právnická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, Turistická 4 
2022/56536 ;31.08.2022 15:00;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, HØBITOVNÍ 11 
2022/56455 ;31.08.2022 8:10;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 27 
2022/55457 ;26.08.2022 19:40;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42b (právnická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, MANÌTÍNSKÁ 27 
2022/55455 ;26.08.2022 19:40;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, MANÌTÍNSKÁ 27 
2022/54705 ;23.08.2022 14:45;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLSKÁ 
2022/54702 ;23.08.2022 14:28;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, POD VRCHEM 38 
2022/53613 ;18.08.2022 7:49;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. g) zneèistí nebo poškodí dálnici, silnici, komunikaci, souèást komunikace ; Pøedáno - Mìsto / Obec ;0;Plzeò, Paøížská 
2022/53125 ;15.08.2022 14:39;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, DENISOVO NÁBØEŽÍ 
2022/53104 ;15.08.2022 6:38;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, PALLOVA 
2022/53080 ;15.08.2022 13:26;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, TESLOVA 
2022/52756 ;13.08.2022 14:00;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE KUKAÈCE 9 
2022/52294 ;11.08.2022 8:30;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, U BORSKÉHO PARKU 22 
2022/50828 ;03.08.2022 7:42;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42b (právnická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, PLASKÁ 7 
2022/50758 ;03.08.2022 7:39;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Plaská 9 
2022/50737 ;03.08.2022 8:03;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, ROKYCANSKÁ 6 
2022/50090 ;31.07.2022 9:51;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, PLZENECKÁ 73 
2022/49884 ;29.07.2022 18:59;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, BOLEVECKÁ 30 
2022/49234 ;26.07.2022 12:56;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, LEDECKÁ 
2022/48783 ;24.07.2022 14:46;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - ostatní ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, CHVÁLENICKÁ 8 
