Èíslo jednací ;Datum a èas ;Typ události ;Typ podrobnì ;Zpùsob øešení ;Pokuta ;Ulice 
2021/59731 ;01.11.2021 14:20;PØ ;Zákon è. 111/1994 Sb., o silnièní dopravì ; Pøedáno - Mìsto / Obec ;0;Plzeò, HUSOVA 69 
2021/39773 ;31.07.2021 21:45;PØ ;Zákon è. 111/1994 Sb., o silnièní dopravì ; Pøedáno - Mìsto / Obec ;0;Plzeò, VALTICKÁ 5 
