Èíslo jednací ;Datum a èas ;Typ události ;Typ podrobnì ;Zpùsob øešení ;Pokuta ;Ulice 
2021/13663 ;19.03.2021 10:26;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42b (právnická osoba) - odst. 1 písm. g) zneèistí nebo poškodí dálnici, silnici, komunikaci, souèást komunikace ; Jiná opatøení, Bez závad, Vyøízeno ;0;Plzeò, K ZELENÉ LOUCE 
2021/11924 ;09.03.2021 10:30;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, K PECIHRÁDKU 2 
2021/11892 ;09.03.2021 9:12;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, ŽLUTICKÁ 40 
2021/11713 ;08.03.2021 11:40;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, ŽLUTICKÁ 37 
2021/11302 ;06.03.2021 7:35;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - ostatní ; Osoby pouèeny, Pøedáno - Mìsto / Obec ;0;Plzeò, PODÌBRADOVA 12 
2021/11161 ;05.03.2021 8:15;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Osoby pouèeny, Domluva ;0;Plzeò, NA KOVÁRNÌ 27 
2021/10509 ;02.03.2021 9:25;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Jiná opatøení, Bez závad, Vyøízeno ;0;Plzeò, SEVERNÍ 6 
2021/10331 ;01.03.2021 13:20;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Jiná opatøení, Vyøízeno ;0;Plzeò, MLÝNSKÉ NÁBØEŽÍ 2 
2021/09947 ;27.02.2021 13:08;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42b (právnická osoba) - ostatní ; Pøedáno - Mìsto / Obec ;0;Plzeò, NAD BERANOVKOU 22 
2021/09380 ;24.02.2021 7:50;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - ostatní ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, ŠEØÍKOVÁ 16 - 18 
2021/08438 ;19.02.2021 10:53;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, K Doudlevcùm 
2021/06701 ;09.02.2021 7:39;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, VRBOVECKÁ 6 
2021/06535 ;08.02.2021 8:55;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, K PECÍM 8 
2021/06248 ;06.02.2021 19:46;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, ZBOROVSKÁ 104 
2021/06098 ;06.02.2021 2:03;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, SKVRÒANSKÁ 36 
2021/06090 ;06.02.2021 1:11;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, ZÁMEÈNICKÁ 17 
2021/05898 ;04.02.2021 21:20;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, POD VŠEMI SVATÝMI 48 
2021/05674 ;03.02.2021 18:53;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, Lochotínská 
2021/05384 ;02.02.2021 9:45;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. g) zneèistí nebo poškodí dálnici, silnici, komunikaci, souèást komunikace ; Pøedáno - Mìsto / Obec ;0;Plzeò, SKUPOVA 
2021/05023 ;31.01.2021 8:59;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, DOLEJŠÍ 4 
2021/05006 ;31.01.2021 7:54;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, VRBOVECKÁ 2 
2021/04887 ;30.01.2021 8:46;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, STRÁŽNICKÁ 8 
2021/04845 ;30.01.2021 8:34;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, NA CHMELNICÍCH 
2021/03645 ;23.01.2021 19:15;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, ZBOROVSKÁ 
2021/03383 ;22.01.2021 9:22;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Vyøízeno, Pøedáno - Mìsto / Obec ;0;Plzeò, K PAPÍRNÌ 
2021/01184 ;09.01.2021 12:17;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, Korandova 25 
2021/01182 ;09.01.2021 11:51;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, KORANDOVA 7 
2021/00694 ;06.01.2021 10:00;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Podání zprávy - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, ÚSLAVSKÁ 21 
2021/00690 ;06.01.2021 10:00;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Podání zprávy - ostatní, Provedena lustrace vozidla ;0;Plzeò, BOŽKOVSKÁ 15 
2021/00202 ;03.01.2021 7:50;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec ;0;Plzeò, BOLEVECKÁ 11 
2021/00154 ;02.01.2021 8:28;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, RABŠTEJNSKÁ 12 
2021/00120 ;02.01.2021 8:20;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, RABŠTEJNSKÁ 13 
2021/00119 ;02.01.2021 8:15;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, RABŠTEJNSKÁ 11 
2021/00068 ;01.01.2021 10:45;PØ ;Zákon è. 13/1997 Sb., o pozemních komunikacích - § 42a (fyzická osoba) - odst. 1 písm. i) na dálnici, silnici, komunikaci provádí zakázanou èinnost ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 15 
