Èíslo jednací ;Datum a èas ;Typ události ;Typ podrobnì ;Zpùsob øešení ;Pokuta ;Ulice 
2022/49643 ;28.07.2022 8:31;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, PAØÍŽSKÁ 10 
2022/49258 ;26.07.2022 8:22;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, LIDICKÁ 22 
2022/48974 ;25.07.2022 10:55;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, PILAØSKÁ 16 
2022/48785 ;24.07.2022 15:14;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, CHVÁLENICKÁ 10 
2022/48718 ;09.07.2022 21:02;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, JUNGMANNOVA 8 
2022/48708 ;09.07.2022 22:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, GOETHOVA 4 
2022/48609 ;23.07.2022 9:01;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace øidièe v CEØ, Pøedáno - Mìsto / Obec ;0;Plzeò, Pod Vrchem 679/22 
2022/48534 ;23.07.2022 7:24;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NA OKRAJI 
2022/48019 ;03.07.2022 14:34;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, PERLOVÁ 7 
2022/47476 ;17.07.2022 20:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, SUKOVA 5 
2022/47402 ;17.07.2022 7:25;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE SV. JIØÍ 15 
2022/47220 ;15.07.2022 13:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NA KOVÁRNÌ 32 
2022/47214 ;15.07.2022 15:29;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, PODÌBRADOVA 24 
2022/47105 ;15.07.2022 7:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, PALLOVA 26 
2022/47020 ;14.07.2022 8:13;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, HØBITOVNÍ 15 
2022/46793 ;13.07.2022 15:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, BENDOVA 8 
2022/46748 ;13.07.2022 11:52;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, V MALÉ DOUBRAVCE 1 
2022/46740 ;13.07.2022 13:33;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, RADYÒSKÁ 
2022/46680 ;13.07.2022 8:30;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE ŠPITÁLSKÉMU LESU 6 
2022/46676 ;13.07.2022 8:25;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE ŠPITÁLSKÉMU LESU 20 
2022/46515 ;12.07.2022 11:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NAD TÝNCEM 40 
2022/46467 ;12.07.2022 8:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, RESSLOVA 15 
2022/46451 ;06.07.2022 18:40;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno, Pøedáno - Mìsto / Obec ;0;Plzeò, FRANTIŠKÁNSKÁ 10 
2022/46157 ;09.07.2022 18:40;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NÁKUPNÍ 11 
2022/45910 ;09.07.2022 8:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Kralovická 23 
2022/45831 ;01.06.2022 20:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, SMETANOVY SADY 11 
2022/45736 ;08.07.2022 7:57;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NÁMÌSTÍ EMILA ŠKODY 1 
2022/45711 ;08.07.2022 7:50;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Na Okraji 
2022/45361 ;06.07.2022 11:46;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, 28. ØÍJNA 10 
2022/45358 ;06.07.2022 11:42;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, 28. ØÍJNA 8 
2022/44903 ;04.07.2022 6:48;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KARLA VOKÁÈE 15 
2022/44821 ;03.07.2022 23:56;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, ROLNICKÉ NÁMÌSTÍ 7 
2022/44621 ;02.07.2022 19:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLSKÁ 30 
2022/44532 ;02.07.2022 10:35;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, BEZRUÈOVA 
2022/43707 ;28.06.2022 15:27;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, KOMENSKÉHO 15 
2022/43683 ;28.06.2022 8:36;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, NA CHMELNICÍCH 
2022/43435 ;27.06.2022 13:18;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, NA CHMELNICÍCH 
2022/41828 ;20.06.2022 2:30;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, JATEÈNÍ 
2022/41768 ;19.06.2022 10:17;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, MOHYLOVÁ 96 
2022/41753 ;18.06.2022 16:37;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 7 
2022/41741 ;19.06.2022 7:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NA DLOUHÝCH 49 
2022/41714 ;18.06.2022 19:30;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE ŠPITÁLSKÉMU LESU 6 
2022/41549 ;18.06.2022 7:50;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE KUKAÈCE 16 
2022/41482 ;17.06.2022 22:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, JATEÈNÍ 6 
2022/40657 ;14.06.2022 3:50;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace øidièe v CEØ ;0;Plzeò, AMERICKÁ 46 
2022/40510 ;14.06.2022 13:09;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Výzva pro nepøítomného øidièe - lístek za stìraè, Pøedáno - Mìsto / Obec ;0;Plzeò, VELESLAVÍNOVA 
2022/40276 ;13.06.2022 12:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, SPOLKOVÁ 22 
2022/39957 ;12.06.2022 7:45;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - jiný správní orgán nebo organizace, Pøedáno - Mìsto / Obec ;0;Plzeò, ŠKOLNÍ NÁMÌSTÍ 1 
2022/39762 ;11.06.2022 7:05;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - jiný správní orgán nebo organizace, Pøedáno - Mìsto / Obec ;0;Plzeò, LÁBKOVA 89 
2022/38858 ;08.06.2022 1:35;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Osoby pouèeny ;0;Plzeò, Jaroslava Prùchy 
2022/37687 ;14.05.2022 21:11;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, AMERICKÁ 10 
2022/37678 ;14.05.2022 22:12;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, AMERICKÁ 38 
2022/36329 ;28.05.2022 12:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NERUDOVA 9 
2022/35715 ;26.05.2022 1:26;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, HODONÍNSKÁ 20 
2022/35259 ;24.05.2022 14:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, POLEDNÍ 6 
2022/34859 ;22.05.2022 22:40;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, ZÁBÌLSKÁ 34 
2022/34736 ;22.05.2022 8:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, HABRMANNOVO NÁMÌSTÍ 5 
2022/34647 ;21.05.2022 14:19;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 52 
2022/34644 ;21.05.2022 10:03;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, KOTÍKOVSKÁ 61 
2022/34642 ;21.05.2022 8:29;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, K PECÍM 26 
2022/34638 ;21.05.2022 14:56;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, FIBICHOVA 8 
2022/34623 ;21.05.2022 10:05;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, HABRMANNOVO NÁMÌSTÍ 7 
2022/34567 ;21.05.2022 8:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, HABRMANNOVO NÁMÌSTÍ 5 
2022/34464 ;20.05.2022 14:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Žlutická 7 
2022/34414 ;20.05.2022 13:07;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE ŠPITÁLSKÉMU LESU 
2022/34339 ;20.05.2022 9:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, POLEDNÍ 6 
2022/34068 ;19.05.2022 9:25;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, ROKYCANSKÁ 2 
2022/33515 ;16.05.2022 20:34;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Hodonínská 20 
2022/33514 ;16.05.2022 20:30;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, HODONÍNSKÁ 20 
2022/33512 ;16.05.2022 20:36;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, HODONÍNSKÁ 20 
2022/32909 ;13.05.2022 8:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE KUKAÈCE 19 
2022/32908 ;13.05.2022 8:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE KUKAÈCE 19 
2022/32793 ;13.05.2022 13:25;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Manìtínská 10 
2022/30536 ;04.05.2022 8:11;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Mohylová 18 
2022/30163 ;02.05.2022 11:44;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, POD VŠEMI SVATÝMI 48 
2022/30162 ;02.05.2022 11:52;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, POD VŠEMI SVATÝMI 69 
2022/30153 ;02.05.2022 13:16;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Stanièní 
2022/30131 ;02.05.2022 8:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, GULDENEROVA 29 
2022/29967 ;01.05.2022 8:13;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KARDINÁLA BERANA 25 
2022/29929 ;01.05.2022 8:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, PLACHÉHO 21 
2022/29880 ;11.04.2022 14:43;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, FRANTIŠKÁNSKÁ 9 
2022/29725 ;30.04.2022 10:04;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, K. Vokáèe 11 
2022/29439 ;28.04.2022 19:17;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, NA ROUDNÉ 231 
2022/28661 ;26.04.2022 11:07;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KOLLÁROVA 46 
2022/28362 ;25.04.2022 12:41;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, POD ŠVABINAMI 36 
2022/28197 ;24.04.2022 8:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, K TOPOLU 4 
2022/27993 ;23.04.2022 11:17;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 36 
2022/27857 ;22.04.2022 8:44;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 44a 
2022/27844 ;22.04.2022 8:47;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 44a 
2022/27043 ;19.04.2022 19:33;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, KOMENSKÉHO 15 
2022/26991 ;18.04.2022 19:59;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, BOLEVECKÁ 11 
2022/23632 ;05.04.2022 12:57;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, V BEZINKÁCH 5 
2022/22904 ;20.03.2022 2:32;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, SADY 5. KVÌTNA 52 
2022/22279 ;31.03.2022 13:40;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Výzva pro nepøítomného øidièe - lístek za stìraè, Pøedáno - Mìsto / Obec ;0;Plzeò, NÁMÌSTÍ REPUBLIKY 
2022/22030 ;30.03.2022 13:23;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, PLASKÁ 7 
2022/21724 ;29.03.2022 14:08;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, LEDOVÁ 
2022/21316 ;28.03.2022 8:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Vyøízeno, Pøedáno - Mìsto / Obec ;0;Plzeò, BRNÌNSKÁ 24 
2022/21108 ;27.03.2022 8:40;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, ELIŠKY KRÁSNOHORSKÉ 5 
2022/20934 ;25.03.2022 8:36;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, SOKOLOVSKÁ 44a 
2022/20894 ;26.03.2022 8:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Polední 4 
2022/20473 ;24.03.2022 12:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, SPOLKOVÁ 
2022/18470 ;17.03.2022 8:13;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, KRAŠOVSKÁ 8 
2022/18456 ;17.03.2022 8:40;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, POLEDNÍ 41 
2022/17480 ;13.03.2022 19:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE KUKAÈCE 9 
2022/17398 ;13.03.2022 9:35;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, BOŽKOVSKÁ 1 
2022/17321 ;13.03.2022 1:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, ZA OVÈÍNEM 11 
2022/17199 ;12.03.2022 10:50;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, K Jezu 
2022/16044 ;07.03.2022 23:50;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, MASARYKOVA 98 
2022/14018 ;28.02.2022 0:16;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, ROKYCANSKÁ 116a 
2022/13453 ;25.02.2022 11:33;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KOPECKÉHO SADY 
2022/12454 ;21.02.2022 21:47;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, 28. ØÍJNA 12 
2022/12268 ;21.02.2022 11:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, RODINNÁ 34 
2022/11832 ;19.02.2022 10:21;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, KOTKOVA 17 
2022/11563 ;18.02.2022 10:51;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, HUSOVA 41 
2022/10154 ;12.02.2022 14:25;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, ŽELEZNIÈNÍ 6 
2022/09259 ;08.02.2022 22:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, REVOLUÈNÍ 76 
2022/08999 ;07.02.2022 23:50;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, MOHYLOVÁ 1074/61 
2022/07845 ;02.02.2022 10:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NAD DALMATINKOU 
2022/07131 ;30.01.2022 13:40;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, SMRKOVÁ 3 
2022/07094 ;30.01.2022 11:29;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, GERSKÁ 44 
2022/06278 ;26.01.2022 10:09;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò-Køimice, Prùkopníkù, SOU Dopravní 
2022/05596 ;24.01.2022 10:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, ROKYCANSKÁ 
2022/05384 ;23.01.2022 13:35;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Vyøízeno, Pøedáno - Mìsto / Obec ;0;Plzeò, MUTÌNICKÁ 4 
2022/05181 ;22.01.2022 10:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KORANDOVA 15 
2022/04821 ;21.01.2022 2:45;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, POD LESEM 11 
2022/04602 ;20.01.2022 7:29;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, GERSKÁ 14 
2022/03536 ;15.01.2022 20:40;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, nám. Karla Panušky 9 
2022/02980 ;13.01.2022 11:05;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Podání zprávy - Mìsto / Obec, Pøedáno - Mìsto / Obec ;0;Plzeò, KOTKOVA 23 
