Èíslo jednací ;Datum a èas ;Typ události ;Typ podrobnì ;Zpùsob øešení ;Pokuta ;Ulice 
2023/52017 ;14.07.2023 13:38;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, V Úvoze 
2023/50073 ;04.06.2023 19:26;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Tachovská 2222 
2023/50043 ;06.07.2023 7:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Ke Kukaèce 19 
2023/49861 ;05.07.2023 10:23;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Pod Rozhlednou 25 
2023/49859 ;05.07.2023 10:37;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Na Radlici 
2023/49235 ;02.07.2023 19:40;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Sluneèní 3 
2023/49232 ;02.07.2023 19:55;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Høbitovní 3a 
2023/48117 ;28.06.2023 10:25;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Dítìtova 180/3 
2023/47529 ;26.06.2023 8:48;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Hodonínská 20 
2023/46903 ;17.05.2023 3:14;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Bzenecká 11 
2023/46892 ;22.06.2023 21:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Ke Sv. Jiøí 2 
2023/46891 ;22.06.2023 21:34;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Ke Sv. Jiøí 2 
2023/45972 ;19.06.2023 13:06;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Nad Dalmatinkou 22 
2023/45738 ;18.06.2023 8:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Za Kaštany 4 
2023/45680 ;18.06.2023 8:33;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Bezruèova 17 
2023/45676 ;18.06.2023 8:26;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Sedláèkova 7 
2023/45664 ;18.06.2023 7:49;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, sady Pìtatøicátníkù 30 
2023/45533 ;17.06.2023 11:01;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Rokycanská 6 
2023/45527 ;17.06.2023 10:55;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Rokycanská 6 
2023/45457 ;17.06.2023 9:45;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Božkovská 5 
2023/44535 ;13.06.2023 17:48;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Husova 67 
2023/44527 ;13.06.2023 12:48;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, námìstí Generála Píky 20 
2023/44352 ;13.06.2023 5:16;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Malý Bolevec 37 
2023/44168 ;12.06.2023 8:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Krejèíkova 5 
2023/43222 ;08.06.2023 18:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Rychtaøíkova 1 
2023/42180 ;05.06.2023 2:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Køížkova 2 
2023/42162 ;04.06.2023 18:53;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Sokolovská 103 
2023/39500 ;25.05.2023 19:21;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Sokolovská 52 
2023/39190 ;24.05.2023 20:21;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Polední 4 
2023/38216 ;21.05.2023 7:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Ke Sv. Jiøí 15 
2023/36684 ;16.05.2023 2:35;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Hodonínská 20 
2023/36681 ;24.03.2023 9:19;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, Brnìnská 25 
2023/36668 ;09.04.2023 22:49;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, Na Roudné 95 
2023/36525 ;12.05.2023 14:45;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, U Radbuzy 2 
2023/36511 ;12.05.2023 14:40;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, U Radbuzy 8 
2023/36496 ;12.05.2023 14:35;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, U Radbuzy 22 
2023/35417 ;11.05.2023 10:32;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Pod Vrchem 50 
2023/34704 ;09.05.2023 9:11;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Spolková 32 
2023/34325 ;07.05.2023 20:47;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Na Sklárnì 10 
2023/30141 ;23.04.2023 13:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Letenské nábøeží 
2023/30133 ;23.04.2023 8:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Letenské nábøeží 
2023/29562 ;21.04.2023 7:25;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Moravská 6A 
2023/28402 ;15.04.2023 22:42;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, Zábìlská 1152/7 
2023/27896 ;15.04.2023 6:57;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Tylova 79 
2023/27895 ;15.04.2023 6:57;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, Tylova 79 
2023/27894 ;15.04.2023 6:55;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, Tylova 79 
2023/27893 ;15.04.2023 6:59;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Tylova 79 
2023/26309 ;10.04.2023 3:15;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Halštatská 7 
2023/26263 ;09.04.2023 5:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Rokycanská 6 
2023/25817 ;07.04.2023 18:34;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Dolejší 4 
2023/25802 ;07.04.2023 20:57;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Ledová 12 
2023/24507 ;03.04.2023 14:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Tìšínská 19 
2023/23639 ;26.03.2023 8:38;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Špálova 
2023/23605 ;30.03.2023 20:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Ke Sv. Jiøí 28 
2023/23343 ;29.03.2023 21:20;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Høbitovní 100 
2023/22541 ;27.03.2023 8:50;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Osoby pouèeny, Vyøízeno ;0;Plzeò, Sulkovská 66 
2023/22295 ;26.03.2023 15:39;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Revoluèní 74 
2023/22292 ;26.03.2023 9:30;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Revoluèní 74 
2023/22217 ;26.03.2023 8:10;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, alej Svobody 48 
2023/22040 ;25.03.2023 7:50;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Živnostenská 14 
2023/22038 ;25.03.2023 15:59;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Republikánská 7 
2023/21159 ;22.03.2023 20:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, V Zápolí 1a 
2023/21080 ;22.03.2023 13:11;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Sokolská 58 
2023/20414 ;17.03.2023 10:03;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Na Chlumku 1 
2023/20387 ;03.02.2023 7:42;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, ELIŠKY KRÁSNOHORSKÉ 28 
2023/19445 ;16.03.2023 15:19;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Znojemská 26 
2023/18457 ;13.03.2023 13:36;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, POBØEŽNÍ 10 
2023/18442 ;13.03.2023 7:48;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, SADY PÌTATØICÁTNÍKÙ 31 
2023/17938 ;11.03.2023 13:27;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, REPUBLIKÁNSKÁ 
2023/17475 ;09.03.2023 22:39;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, DOUBRAVECKÁ 2760/1 
2023/15013 ;01.03.2023 3:54;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, NAD TÝNCEM 1177/16 
2023/14909 ;28.02.2023 10:41;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, TYLOVA 57 
2023/14727 ;28.02.2023 4:00;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, Lesní 1099/6 
2023/14587 ;27.02.2023 8:43;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KOTKOVA 15 
2023/14556 ;27.02.2023 13:22;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, Dítìtova 6 
2023/14301 ;26.02.2023 10:05;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, LESNÍ 93 
2023/14298 ;26.02.2023 7:41;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, STARÁ CESTA 12 
2023/14150 ;25.02.2023 7:28;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, NAD TÝNCEM 42 
2023/14149 ;25.02.2023 7:42;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, U PRAŽSKÉ DRÁHY 17 
2023/13422 ;23.02.2023 8:25;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Vyøízeno ;0;Plzeò, CEDROVÁ 4 
2023/12640 ;14.02.2023 13:41;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, SOUKENICKÁ 2 
2023/12570 ;20.02.2023 10:06;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, NA KONCI 19 
2023/12224 ;18.02.2023 23:28;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Provedena lustrace vozidla, Pøedáno - Mìsto / Obec ;0;Plzeò, NÁKUPNÍ 1484/11 
2023/12221 ;18.02.2023 23:05;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, POD VRCHEM 969/21 
2023/11066 ;13.02.2023 12:12;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, POD VRCHEM 1086/48 
2023/10787 ;13.02.2023 12:24;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec, Provedena lustrace vozidla ;0;Plzeò, POD ŠVABINAMI 935/44 
2023/10605 ;12.02.2023 14:30;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, HØBITOVNÍ 11 
2023/10213 ;10.02.2023 13:22;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Vyøízeno, Pøedáno - Mìsto / Obec ;0;Plzeò, PØEŠTICKÁ 4 
2023/09106 ;06.02.2023 8:30;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Výzva pro nepøítomného øidièe - lístek za stìraè, Pøedáno - Mìsto / Obec ;0;Plzeò, KE SV. JIØÍ 15 
2023/07201 ;29.01.2023 7:57;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, KE KUKAÈCE 9 
2023/06554 ;26.01.2023 12:23;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, SOUKENICKÁ 5 
2023/06551 ;26.01.2023 12:23;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, SOUKENICKÁ 5 
2023/05981 ;24.01.2023 7:18;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, TÌŠÍNSKÁ 
2023/05866 ;05.01.2023 11:50;PØ ;Zákon è.168/1999 Sb., o pojištìní z provozu vozidla - § 16/1 ; Pøedáno - Mìsto / Obec ;0;Plzeò, ZBROJNICKÁ 8 
